Index	Gene_name	Gene_list_number	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
2013	Egfr	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000020122	ENSMUST00000020329|ENSMUST00000139722|ENSMUST00000102884|ENSMUST00000125984|ENSMUST00000138518	NM_007912|NM_207655	EGFR	avian erythroblastic leukemia viral (v-erb-b) oncogene homolog|Erbb|Wa5|9030024J15Rik|Errb1	Probe.Set:ILMN_2693922|Identifier:NM_207655.2|FirstOfLocuslink:NP_997538.1|FirstOfName:Egfr|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.8411270211739804e-05|ANOVA.CELL:1.6735635986578301e-10|ANOVA.INT:0.000143565167068351|FDR_ANOVA.TREAT:0.00352099476600114|FDR_ANOVA.CELL:5.36334852890246e-10|FDR_ANOVA.INT:0.012748034661950099|TTEST.ASTRO.DEX:0.00136374897226154|TTEST.ASTRO.ALD:0.5437933160861711|TTEST.ASTRO.DHT:0.9213006103839241|TTEST.ASTRO.PRG:0.9808473589730471|TTEST.ASTRO.ESR:0.883861619648428|TTEST.NEURO.DEX:0.41983607085775204|TTEST.NEURO.ALD:0.9618419618485391|TTEST.NEURO.DHT:0.6865344139642661|TTEST.NEURO.PRG:0.413252709378001|TTEST.NEURO.ESR:0.061237945049789896|FDR_TTEST.ASTRO.DEX:0.0591282507298424|FDR_TTEST.ASTRO.ALD:0.9228916299835661|FDR_TTEST.ASTRO.DHT:0.993136694232121|FDR_TTEST.ASTRO.PRG:0.9985105588932861|FDR_TTEST.ASTRO.ESR:0.9948439020384391|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.9481848958333341|FOLD.ASTRO.ALD:0.10980729166666801|FOLD.ASTRO.DHT:0.0181354166666665|FOLD.ASTRO.PRG:0.0034661458333342704|FOLD.ASTRO.ESR:-0.0282473958333327|FOLD.NEURO.DEX:0.116065104166665|FOLD.NEURO.ALD:0.006278645833333481|FOLD.NEURO.DHT:0.0642083333333332|FOLD.NEURO.PRG:0.09283854166666569|FOLD.NEURO.ESR:0.210421875
2014	Spata13	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000021990	ENSMUST00000162939|ENSMUST00000162131|ENSMUST00000160095|ENSMUST00000159135|ENSMUST00000022566|ENSMUST00000162945|ENSMUST00000159729|ENSMUST00000159169|ENSMUST00000160973	NM_001033272|NM_001310594|NM_001404964	SPATA13	ESTM11	Probe.Set:ILMN_2751037|Identifier:XM_147847.4|FirstOfLocuslink:None|FirstOfName:Spata13|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.8339521538681604e-05|ANOVA.CELL:2.6754332296659102e-20|ANOVA.INT:3.52050830081933e-05|FDR_ANOVA.TREAT:0.00352099476600114|FDR_ANOVA.CELL:1.46265041376502e-19|FDR_ANOVA.INT:0.0037803709367914403|TTEST.ASTRO.DEX:0.000325397660584219|TTEST.ASTRO.ALD:0.144760556736952|TTEST.ASTRO.DHT:0.5786287605125421|TTEST.ASTRO.PRG:0.141868476781662|TTEST.ASTRO.ESR:0.47071689958257706|TTEST.NEURO.DEX:0.517962071887051|TTEST.NEURO.ALD:0.8092295129114521|TTEST.NEURO.DHT:0.333825139202901|TTEST.NEURO.PRG:0.8372213918305561|TTEST.NEURO.ESR:0.608861476320492|FDR_TTEST.ASTRO.DEX:0.0236873552065259|FDR_TTEST.ASTRO.ALD:0.7587807880976021|FDR_TTEST.ASTRO.DHT:0.964952484394182|FDR_TTEST.ASTRO.PRG:0.8837954926057071|FDR_TTEST.ASTRO.ESR:0.9715846481811461|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.7279088541666661|FOLD.ASTRO.ALD:-0.180486979166666|FOLD.ASTRO.DHT:0.0464843750000004|FOLD.ASTRO.PRG:-0.1838984375|FOLD.ASTRO.ESR:-0.0768125000000008|FOLD.NEURO.DEX:0.06535156250000179|FOLD.NEURO.ALD:0.0210494791666669|FOLD.NEURO.DHT:0.10538802083333501|FOLD.NEURO.PRG:0.0186067708333333|FOLD.NEURO.ESR:0.0427760416666683
2015	Cdc45l	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000000028	ENSMUST00000115585|ENSMUST00000231819|ENSMUST00000096990|ENSMUST00000000028	NM_001358206|NM_001161623|NM_009862	CDC45		Probe.Set:ILMN_2919433|Identifier:NM_009862.1|FirstOfLocuslink:NP_033992.1|FirstOfName:Cdc45l|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.930525742035801e-05|ANOVA.CELL:8.78737936106096e-07|ANOVA.INT:0.268232797372138|FDR_ANOVA.TREAT:0.0035658050704729305|FDR_ANOVA.CELL:2.29963984707339e-06|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.0046637053603374|TTEST.ASTRO.ALD:0.258866472299283|TTEST.ASTRO.DHT:0.13507962440454602|TTEST.ASTRO.PRG:0.929585888676236|TTEST.ASTRO.ESR:0.448759486425572|TTEST.NEURO.DEX:0.0285742405748455|TTEST.NEURO.ALD:0.5852456344785111|TTEST.NEURO.DHT:0.45325177966135505|TTEST.NEURO.PRG:0.10312289753447401|TTEST.NEURO.ESR:0.8731557605861331|FDR_TTEST.ASTRO.DEX:0.11942058478101301|FDR_TTEST.ASTRO.ALD:0.8236983409095231|FDR_TTEST.ASTRO.DHT:0.9042186890172471|FDR_TTEST.ASTRO.PRG:0.995302846471058|FDR_TTEST.ASTRO.ESR:0.971248005964312|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.5577395833333331|FOLD.ASTRO.ALD:0.177648437499998|FOLD.ASTRO.DHT:0.168473958333333|FOLD.ASTRO.PRG:0.009117187499999352|FOLD.ASTRO.ESR:0.0626302083333314|FOLD.NEURO.DEX:0.270125|FOLD.NEURO.ALD:0.0483932291666669|FOLD.NEURO.DHT:0.0822213541666663|FOLD.NEURO.PRG:0.10014322916666701|FOLD.NEURO.ESR:-0.0173671874999997
2016	LOC100048832	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex						Probe.Set:ILMN_2631939|Identifier:XM_001473682.1|FirstOfLocuslink:XP_001473732.1|FirstOfName:LOC100048832|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.9309098066513905e-05|ANOVA.CELL:3.17881552550877e-23|ANOVA.INT:0.11509180456630701|FDR_ANOVA.TREAT:0.0035658050704729305|FDR_ANOVA.CELL:2.0899704980043002e-22|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.0171597129974682|TTEST.ASTRO.ALD:0.0133977301827804|TTEST.ASTRO.DHT:0.285509446341193|TTEST.ASTRO.PRG:0.0932694451493392|TTEST.ASTRO.ESR:0.27507932653149|TTEST.NEURO.DEX:0.0132536044272744|TTEST.NEURO.ALD:0.8584673652948681|TTEST.NEURO.DHT:0.32970651853741|TTEST.NEURO.PRG:0.069824655369149|TTEST.NEURO.ESR:0.714494633174513|FDR_TTEST.ASTRO.DEX:0.24115681387793303|FDR_TTEST.ASTRO.ALD:0.46974047486312204|FDR_TTEST.ASTRO.DHT:0.9313076710536411|FDR_TTEST.ASTRO.PRG:0.8635430309025841|FDR_TTEST.ASTRO.ESR:0.9553080693527741|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.34716406249999904|FOLD.ASTRO.ALD:0.324588541666667|FOLD.ASTRO.DHT:0.0995390624999999|FOLD.ASTRO.PRG:0.116065104166666|FOLD.ASTRO.ESR:0.1083359375|FOLD.NEURO.DEX:0.251835937499999|FOLD.NEURO.ALD:0.0103229166666665|FOLD.NEURO.DHT:0.0583098958333323|FOLD.NEURO.PRG:-0.0968463541666669|FOLD.NEURO.ESR:-0.0187005208333346
2017	Gfpt2	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000020363	ENSMUST00000130129|ENSMUST00000020629	NM_013529	GFPT2	GFAT2	Probe.Set:ILMN_1214822|Identifier:NM_013529.2|FirstOfLocuslink:NP_038557.1|FirstOfName:Gfpt2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.9524656973322906e-05|ANOVA.CELL:6.755778740337079e-07|ANOVA.INT:0.00272617611732|FDR_ANOVA.TREAT:0.0035741111977714104|FDR_ANOVA.CELL:1.77805134266031e-06|FDR_ANOVA.INT:0.136084817341766|TTEST.ASTRO.DEX:0.0008610808659623051|TTEST.ASTRO.ALD:0.10894475409965601|TTEST.ASTRO.DHT:0.942140983668272|TTEST.ASTRO.PRG:0.463935703019613|TTEST.ASTRO.ESR:0.954136039564163|TTEST.NEURO.DEX:0.149007924857143|TTEST.NEURO.ALD:0.927038991240943|TTEST.NEURO.DHT:0.728034066757361|TTEST.NEURO.PRG:0.39225867820005206|TTEST.NEURO.ESR:0.7435981242502341|FDR_TTEST.ASTRO.DEX:0.0445235698823555|FDR_TTEST.ASTRO.ALD:0.7200708668476281|FDR_TTEST.ASTRO.DHT:0.99411827476375|FDR_TTEST.ASTRO.PRG:0.938895932750975|FDR_TTEST.ASTRO.ESR:0.998196346409513|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.6636328125000001|FOLD.ASTRO.ALD:0.342002604166666|FOLD.ASTRO.DHT:-0.008098958333334851|FOLD.ASTRO.PRG:0.101416666666665|FOLD.ASTRO.ESR:-0.0057369791666665995|FOLD.NEURO.DEX:0.132223958333332|FOLD.NEURO.ALD:0.0056770833333335|FOLD.NEURO.DHT:0.0383177083333344|FOLD.NEURO.PRG:0.0695546875000002|FOLD.NEURO.ESR:0.0164036458333339
2018	Klf7	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000025959	ENSMUST00000114086|ENSMUST00000055001|ENSMUST00000135075	NM_033563	KLF7	9830124P08Rik	Probe.Set:ILMN_2433213|Identifier:NM_033563|FirstOfLocuslink:None|FirstOfName:Klf7|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.072893062958621e-05|ANOVA.CELL:1.71314007823984e-37|ANOVA.INT:0.00162048229597612|FDR_ANOVA.TREAT:0.00364168525050716|FDR_ANOVA.CELL:4.4868139519368195e-36|FDR_ANOVA.INT:0.0914720654454783|TTEST.ASTRO.DEX:0.004805842814018|TTEST.ASTRO.ALD:0.00599690028410018|TTEST.ASTRO.DHT:0.5689643075178671|TTEST.ASTRO.PRG:0.0463967139048436|TTEST.ASTRO.ESR:0.86241178504849|TTEST.NEURO.DEX:0.30419562738265|TTEST.NEURO.ALD:0.0499932540713598|TTEST.NEURO.DHT:0.40852980346816903|TTEST.NEURO.PRG:0.9553626535410491|TTEST.NEURO.ESR:0.21007366704283903|FDR_TTEST.ASTRO.DEX:0.12139222434051801|FDR_TTEST.ASTRO.ALD:0.373509769467254|FDR_TTEST.ASTRO.DHT:0.96477632833475|FDR_TTEST.ASTRO.PRG:0.8530565717830411|FDR_TTEST.ASTRO.ESR:0.9941529562511741|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.48090624999999904|FOLD.ASTRO.ALD:0.489450520833332|FOLD.ASTRO.DHT:0.0607526041666659|FOLD.ASTRO.PRG:0.272411458333332|FOLD.ASTRO.ESR:-0.0187291666666685|FOLD.NEURO.DEX:0.0643697916666657|FOLD.NEURO.ALD:0.166244791666665|FOLD.NEURO.DHT:0.0972265624999995|FOLD.NEURO.PRG:-0.00444791666666688|FOLD.NEURO.ESR:0.0694036458333329
2019	Cxxc4	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000044365	ENSMUST00000181904|ENSMUST00000197151|ENSMUST00000166288|ENSMUST00000199134|ENSMUST00000181597	NM_001004367	CXXC4	Idax|C030003J12Rik|9330210J02Rik	Probe.Set:ILMN_3123909|Identifier:NM_001004367.2|FirstOfLocuslink:NP_001004367.1|FirstOfName:Cxxc4|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:7.54687495725259e-05|ANOVA.CELL:8.35975857928519e-33|ANOVA.INT:0.00834646306490141|FDR_ANOVA.TREAT:0.004377756335127911|FDR_ANOVA.CELL:1.29271095994613e-31|FDR_ANOVA.INT:0.306198025434816|TTEST.ASTRO.DEX:0.00229001208841973|TTEST.ASTRO.ALD:0.21296304232738103|TTEST.ASTRO.DHT:0.44297862178829905|TTEST.ASTRO.PRG:0.8426023000811561|TTEST.ASTRO.ESR:0.28460300795674104|TTEST.NEURO.DEX:0.656795599223139|TTEST.NEURO.ALD:0.865133503069183|TTEST.NEURO.DHT:0.9166905625896211|TTEST.NEURO.PRG:0.7483913200702961|TTEST.NEURO.ESR:0.19297731711555202|FDR_TTEST.ASTRO.DEX:0.0802512658112408|FDR_TTEST.ASTRO.ALD:0.805303031707541|FDR_TTEST.ASTRO.DHT:0.9493077644669141|FDR_TTEST.ASTRO.PRG:0.9852066191818241|FDR_TTEST.ASTRO.ESR:0.9557861207430651|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.5446901041666661|FOLD.ASTRO.ALD:-0.157531249999998|FOLD.ASTRO.DHT:0.124697916666669|FOLD.ASTRO.PRG:0.0236484375000003|FOLD.ASTRO.ESR:0.176403645833336|FOLD.NEURO.DEX:-0.0551406249999999|FOLD.NEURO.ALD:0.0147239583333345|FOLD.NEURO.DHT:-0.0121510416666677|FOLD.NEURO.PRG:0.0344531250000006|FOLD.NEURO.ESR:0.147401041666667
2020	Rab4a	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000019478	ENSMUST00000117702|ENSMUST00000212846|ENSMUST00000118535	NM_009003	RAB4A	Rab4	Probe.Set:ILMN_1212902|Identifier:NM_009003.2|FirstOfLocuslink:NP_033029.1|FirstOfName:Rab4a|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.15285193034153e-05|ANOVA.CELL:6.25422615933825e-16|ANOVA.INT:0.000411509676285351|FDR_ANOVA.TREAT:0.0036800749356423602|FDR_ANOVA.CELL:2.6454987053983502e-15|FDR_ANOVA.INT:0.0306963615392566|TTEST.ASTRO.DEX:0.00019595304342931002|TTEST.ASTRO.ALD:0.085897742318937|TTEST.ASTRO.DHT:0.28421772492677705|TTEST.ASTRO.PRG:0.17908242752134101|TTEST.ASTRO.ESR:0.9323568381712991|TTEST.NEURO.DEX:0.6608630332817831|TTEST.NEURO.ALD:0.7140481515789371|TTEST.NEURO.DHT:0.7586997279312361|TTEST.NEURO.PRG:0.8033486821447311|TTEST.NEURO.ESR:0.646471460560575|FDR_TTEST.ASTRO.DEX:0.0169120295837475|FDR_TTEST.ASTRO.ALD:0.689749858867956|FDR_TTEST.ASTRO.DHT:0.9313076710536411|FDR_TTEST.ASTRO.PRG:0.8909393193114821|FDR_TTEST.ASTRO.ESR:0.9975727824084171|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.5728437499999991|FOLD.ASTRO.ALD:0.21833072916666801|FOLD.ASTRO.DHT:0.0894635416666674|FOLD.ASTRO.PRG:0.0970364583333332|FOLD.ASTRO.ESR:-0.0079973958333337|FOLD.NEURO.DEX:0.043408854166667496|FOLD.NEURO.ALD:0.029929687500001002|FOLD.NEURO.DHT:-0.0291822916666646|FOLD.NEURO.PRG:-0.0238072916666656|FOLD.NEURO.ESR:0.0520651041666671
2021	Phldb1	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000048537	ENSMUST00000148344|ENSMUST00000123310|ENSMUST00000034611|ENSMUST00000144251|ENSMUST00000138356|ENSMUST00000128326|ENSMUST00000123003|ENSMUST00000156918|ENSMUST00000154723|ENSMUST00000147495|ENSMUST00000126818|ENSMUST00000123406|ENSMUST00000134465|ENSMUST00000135436|ENSMUST00000123123|ENSMUST00000148929|ENSMUST00000133312|ENSMUST00000129806	NM_153537	PHLDB1	LL5A|D330037A14Rik	Probe.Set:ILMN_2724371|Identifier:NM_153537.3|FirstOfLocuslink:NP_705765.3|FirstOfName:Phldb1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.21026770296333e-05|ANOVA.CELL:1.77901587475764e-24|ANOVA.INT:0.0011436494583026702|FDR_ANOVA.TREAT:0.00370961061987877|FDR_ANOVA.CELL:1.2843070512986099e-23|FDR_ANOVA.INT:0.0706919278282025|TTEST.ASTRO.DEX:0.000395686142892114|TTEST.ASTRO.ALD:0.0366027372464089|TTEST.ASTRO.DHT:0.0633894044561663|TTEST.ASTRO.PRG:0.17060682368197802|TTEST.ASTRO.ESR:0.463472619987267|TTEST.NEURO.DEX:0.335253886332939|TTEST.NEURO.ALD:0.171072370192031|TTEST.NEURO.DHT:0.0553151082726882|TTEST.NEURO.PRG:0.594351300087501|TTEST.NEURO.ESR:0.9700048745771621|FDR_TTEST.ASTRO.DEX:0.0269639066686497|FDR_TTEST.ASTRO.ALD:0.592826377258444|FDR_TTEST.ASTRO.DHT:0.8845768646342911|FDR_TTEST.ASTRO.PRG:0.8875455807660011|FDR_TTEST.ASTRO.ESR:0.9715846481811461|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.7201744791666671|FOLD.ASTRO.ALD:-0.310752604166666|FOLD.ASTRO.DHT:-0.180242187500001|FOLD.ASTRO.PRG:-0.21197395833333502|FOLD.ASTRO.ESR:-0.08106770833333239|FOLD.NEURO.DEX:-0.0819765625000013|FOLD.NEURO.ALD:-0.1077265625|FOLD.NEURO.DHT:-0.151736979166666|FOLD.NEURO.PRG:-0.0455807291666677|FOLD.NEURO.ESR:-0.0027578125000005103
2022	D16H22S680E	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000013539	ENSMUST00000125287|ENSMUST00000232558|ENSMUST00000231543|ENSMUST00000130752|ENSMUST00000115628|ENSMUST00000231308|ENSMUST00000134385|ENSMUST00000145203|ENSMUST00000231372|ENSMUST00000152684|ENSMUST00000128580|ENSMUST00000231605|ENSMUST00000232588|ENSMUST00000232073|ENSMUST00000142677|ENSMUST00000150152|ENSMUST00000231255|ENSMUST00000145758|ENSMUST00000232192	NM_001359108|NM_001359110|NM_001359109|NM_001359111|NM_138583	TANGO2		Probe.Set:ILMN_2768364|Identifier:XM_147173.1|FirstOfLocuslink:None|FirstOfName:D16H22S680E|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.22690189852982e-05|ANOVA.CELL:1.2704731532967001e-15|ANOVA.INT:2.10148973206001e-05|FDR_ANOVA.TREAT:0.0037147411920247604|FDR_ANOVA.CELL:5.2811331815198e-15|FDR_ANOVA.INT:0.0023724740070449604|TTEST.ASTRO.DEX:9.708180687428021e-05|TTEST.ASTRO.ALD:0.15476561189075203|TTEST.ASTRO.DHT:0.398788144970589|TTEST.ASTRO.PRG:0.860149415918914|TTEST.ASTRO.ESR:0.8897054609103031|TTEST.NEURO.DEX:0.40362995771450805|TTEST.NEURO.ALD:0.6022053759571131|TTEST.NEURO.DHT:0.19235132852009|TTEST.NEURO.PRG:0.8056135993383531|TTEST.NEURO.ESR:0.962684598514641|FDR_TTEST.ASTRO.DEX:0.0110410230310665|FDR_TTEST.ASTRO.ALD:0.7642388524589211|FDR_TTEST.ASTRO.DHT:0.94622903588907|FDR_TTEST.ASTRO.PRG:0.9874434103719261|FDR_TTEST.ASTRO.ESR:0.9948439020384391|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.4774609375|FOLD.ASTRO.ALD:0.0479661458333318|FOLD.ASTRO.DHT:-0.0863906249999999|FOLD.ASTRO.PRG:-0.0104583333333341|FOLD.ASTRO.ESR:0.005393229166665851|FOLD.NEURO.DEX:-0.053263020833332696|FOLD.NEURO.ALD:-0.0407447916666666|FOLD.NEURO.DHT:-0.0937630208333342|FOLD.NEURO.PRG:0.0133880208333341|FOLD.NEURO.ESR:-0.00344270833333304
2023	Cbx8	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000025578	ENSMUST00000026663|ENSMUST00000143831|ENSMUST00000128019	NM_013926	CBX8	polycomb 3|Pc3	Probe.Set:ILMN_1232016|Identifier:NM_013926.1|FirstOfLocuslink:NP_038954.1|FirstOfName:Cbx8|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.269814514204681e-05|ANOVA.CELL:0.23324056750685102|ANOVA.INT:0.0107784592228608|FDR_ANOVA.TREAT:0.00373551503714692|FDR_ANOVA.CELL:0.298551547253108|FDR_ANOVA.INT:0.35650757604325|TTEST.ASTRO.DEX:0.006532791807600771|TTEST.ASTRO.ALD:0.0646872808324161|TTEST.ASTRO.DHT:0.589476471250266|TTEST.ASTRO.PRG:0.64836934849375|TTEST.ASTRO.ESR:0.49709682727639404|TTEST.NEURO.DEX:0.27616535174761203|TTEST.NEURO.ALD:0.9087874590718621|TTEST.NEURO.DHT:0.879777929541369|TTEST.NEURO.PRG:0.320508573117295|TTEST.NEURO.ESR:0.8007280289614821|FDR_TTEST.ASTRO.DEX:0.143280574495345|FDR_TTEST.ASTRO.ALD:0.6588452110056311|FDR_TTEST.ASTRO.DHT:0.965710919299364|FDR_TTEST.ASTRO.PRG:0.965984973456067|FDR_TTEST.ASTRO.ESR:0.9717930829761621|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:-0.338299479166668|FOLD.ASTRO.ALD:-0.20894010416666803|FOLD.ASTRO.DHT:0.0469010416666649|FOLD.ASTRO.PRG:-0.0424348958333347|FOLD.ASTRO.ESR:0.0662734374999978|FOLD.NEURO.DEX:-0.108820312499999|FOLD.NEURO.ALD:-0.0105442708333339|FOLD.NEURO.DHT:0.0107630208333322|FOLD.NEURO.PRG:-0.0775859374999985|FOLD.NEURO.ESR:-0.0176927083333318
2024	Lhfp	21	21_all_sig_genes_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000048332	ENSMUST00000137954|ENSMUST00000147139|ENSMUST00000196913|ENSMUST00000059562	NM_175386	LHFPL6		Probe.Set:ILMN_2746887|Identifier:NM_175386.3|FirstOfLocuslink:NP_780595.1|FirstOfName:Lhfp|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.311676029508851e-05|ANOVA.CELL:4.19616598768383e-28|ANOVA.INT:0.0850951812573612|FDR_ANOVA.TREAT:0.0037556099096203804|FDR_ANOVA.CELL:4.0661861136477e-27|FDR_ANOVA.INT:0.958104096409997|TTEST.ASTRO.DEX:0.00048462478012151504|TTEST.ASTRO.ALD:0.062438421529099|TTEST.ASTRO.DHT:0.18832089372552202|TTEST.ASTRO.PRG:0.35481277000937606|TTEST.ASTRO.ESR:0.8425770811288561|TTEST.NEURO.DEX:0.289665482308244|TTEST.NEURO.ALD:0.34893413448910304|TTEST.NEURO.DHT:0.9091384130500181|TTEST.NEURO.PRG:0.6921781951178091|TTEST.NEURO.ESR:0.689505686625773|FDR_TTEST.ASTRO.DEX:0.0306955618619078|FDR_TTEST.ASTRO.ALD:0.653922005066296|FDR_TTEST.ASTRO.DHT:0.9132682544287011|FDR_TTEST.ASTRO.PRG:0.9213438717925481|FDR_TTEST.ASTRO.ESR:0.992771216718578|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.7359166666666661|FOLD.ASTRO.ALD:0.32146614583333405|FOLD.ASTRO.DHT:0.1721953125|FOLD.ASTRO.PRG:0.10510156250000001|FOLD.ASTRO.ESR:0.0274140625000001|FOLD.NEURO.DEX:0.17693749999999903|FOLD.NEURO.ALD:0.14032552083333302|FOLD.NEURO.DHT:-0.0126562500000009|FOLD.NEURO.PRG:-0.0511145833333337|FOLD.NEURO.ESR:-0.045653645833335005
